card_id,target
C_ID_0ab67a22ab,-0.7059282
C_ID_130fd0cbdd,-0.7539984
C_ID_b709037bc5,-0.80847657
C_ID_d27d835a9f,-0.15221584
C_ID_2b5e3df5c2,-1.1225439
C_ID_5814b4f13c,0.083381444
C_ID_a1b3c75277,-0.09074479
C_ID_f7cada36d3,-0.011867464
C_ID_9d2bc8dfc4,-0.9689094
C_ID_6d8dba8475,-0.75809836
C_ID_4859ac9ed5,-0.81364024
C_ID_0e281e8ad6,-0.073789954
C_ID_8375dfdaa2,-0.28441697
C_ID_79d149c008,-0.2554723
C_ID_7f1041e8e1,0.245336
C_ID_f72513589e,0.6230179
C_ID_a7f2d6984e,0.36115235
C_ID_15489b42d3,-0.15856439
C_ID_e457bbd71d,0.042211175
C_ID_3f74e10c7e,-0.68815804
C_ID_48243da9c4,-0.65604436
C_ID_7ea1fcf117,-1.2229545
C_ID_22e4a47c72,-0.2721907
C_ID_5d30729184,0.392977
C_ID_b54cfad8b2,-0.367298
C_ID_4b82e26faa,-0.5505878
C_ID_60a453531a,-1.2955668
C_ID_0c9315feec,-0.37629467
C_ID_1e28804d36,-0.286865
C_ID_68de79f7e2,-0.7631688
C_ID_78dedf0d70,-0.51164436
C_ID_83e740197f,0.8522836
C_ID_e6340286bd,-0.85616744
C_ID_5005a6ad0e,0.021411896
C_ID_b00860b6a5,-0.38947242
C_ID_c595ba6d92,0.083424
C_ID_09ad76147d,0.011980206
C_ID_041f478878,-0.48995632
C_ID_8eaa79db4f,-0.8588276
C_ID_74ff4fdd9d,0.4663924
C_ID_2558bddd83,-0.9652337
C_ID_5077e2007a,-0.8418306
C_ID_66715f7d2b,0.14369404
C_ID_f27972fa70,-0.39365077
C_ID_8f62bd5ac0,-0.5055461
C_ID_40a2412bae,-0.60407126
C_ID_57940f34ad,-0.50197506
C_ID_8f9dc072c4,0.34796134
C_ID_11ca664f8c,-0.46105677
C_ID_50ad1cb064,-0.41411662
C_ID_e9771fd0b3,1.0741504
C_ID_df2ae73120,0.017772108
C_ID_fddf997091,-0.6634705
C_ID_8202301cc0,0.1095331
C_ID_4828164a6e,0.24210021
C_ID_4154bc963b,-0.30799538
C_ID_0f68113888,-0.70104074
C_ID_f9c5ec1112,-0.38419026
C_ID_59406e1778,-0.07767016
C_ID_9119618513,-0.6974286
C_ID_c37f1dacc3,-0.224648
C_ID_06a7a6f70d,-0.6315913
C_ID_4ef8177b42,0.20134789
C_ID_f7453d5126,0.3175779
C_ID_038b1f5193,-1.0625854
C_ID_7b3f35325f,-0.34536803
C_ID_e3315cf124,-0.34275556
C_ID_5a3419552f,-1.563278
C_ID_17cb2f55f2,-0.20271629
C_ID_bfbffbec95,0.1397863
C_ID_812e419644,-0.7763934
C_ID_ac88d17815,-0.36229718
C_ID_562a791678,0.08435699
C_ID_a2e5f3b899,-0.11566955
C_ID_5a66e302ea,0.40249097
C_ID_215dd2acfd,0.35417014
C_ID_ef5198fe59,-0.13352579
C_ID_751e3800a5,0.16931617
C_ID_fa6b4db855,-0.41355795
C_ID_771d1cb4c1,0.26016146
C_ID_338bed6617,-0.13929963
C_ID_d580357116,0.47748506
C_ID_ba0303353c,-0.09860343
C_ID_348cbde97c,-0.19800818
C_ID_1120541741,-0.27833188
C_ID_b320fc81e5,-0.24509406
C_ID_89c020292e,0.6877899
C_ID_e1dbc78eda,-0.6522621
C_ID_a266b0afb1,-0.24442846
C_ID_690962095c,0.038736045
C_ID_b75c4e1c94,-1.0317794
C_ID_df503a36ae,-0.24290568
C_ID_00b966c727,-0.7872218
C_ID_af9e0d2367,0.30418968
C_ID_a9935875b9,-0.0045965314
C_ID_5078eaf301,-0.52861226
C_ID_69800fbc34,-0.1490041
C_ID_2b8decb6a3,-0.00029736757
C_ID_2326cc45b0,-0.9521512
C_ID_a693c8ab8c,-0.28615713
C_ID_931670b20c,0.2959537
C_ID_f9acbb44b5,-0.7972803
C_ID_403d457c52,-0.40510404
C_ID_d5467ab0b6,-0.8863442
C_ID_ca39dff1d6,-0.4216532
C_ID_2a122c5394,-0.8413565
C_ID_38a83f816f,-1.3187054
C_ID_aed043274d,-2.4617872
C_ID_97c1de0a4c,-0.74833953
C_ID_6302a73978,-1.0451002
C_ID_13aa77acc7,-0.971099
C_ID_8ea1ccd74c,0.43623292
C_ID_f8dd617397,-1.1160555
C_ID_18abe17a50,-0.22697115
C_ID_ca9bf15ecf,-0.8304683
C_ID_ffbb1f9527,-0.032827854
C_ID_9e30b550ed,-1.1167036
C_ID_ca321cca06,-0.97187483
C_ID_12ee8ab17a,-1.0011784
C_ID_d543e00469,-0.02570951
C_ID_91e960d08f,0.11780599
C_ID_876bf4bea6,0.6424116
C_ID_bca9fd7a34,-0.34824246
C_ID_ce489f86d1,-0.3297674
C_ID_a2f1f4964d,-1.0204415
C_ID_c5526b4a82,-0.9867104
C_ID_a51d58a5ef,-0.24917758
C_ID_2ea4c3f269,-0.20972812
C_ID_0ad663712d,0.07766566
C_ID_9f205b643c,-0.8133429
C_ID_a23d5b907f,-0.45215183
C_ID_fce231c8a3,-0.48944986
C_ID_fd3c643078,0.34181786
C_ID_0aaa962d5e,-0.08100629
C_ID_51c466eeba,-0.6731522
C_ID_4cf0a6c713,-0.5649643
C_ID_dac6ff5b70,-0.54018366
C_ID_84d7bf1269,-0.51045513
C_ID_e1e8acdab6,0.5761349
C_ID_4ab54b988f,-0.45464283
C_ID_45e2cac501,-0.27833408
C_ID_c55808f402,-0.44632804
C_ID_c26381a58e,0.9178735
C_ID_6c6fc27f19,-0.56272733
C_ID_4c2682fb80,-0.41944247
C_ID_79713b508a,0.37188512
C_ID_77a9133536,-0.5478374
C_ID_764456eb02,-0.41989452
C_ID_9189dadc72,-0.31940144
C_ID_f1c0aa6f3c,-0.77036726
C_ID_0763171db6,0.37080434
C_ID_c554360bfe,-0.75959826
C_ID_cfb87f52ae,-0.9018848
C_ID_d99a6ea9e0,-0.6536102
C_ID_7fa0d03279,-0.48762995
C_ID_1571a674c8,-0.67186034
C_ID_87c16e5496,0.07531813
C_ID_e0b7951237,-0.6080556
C_ID_90c74fe7b4,-0.34563404
C_ID_7ce9c02b76,-0.45642537
C_ID_83435bac3d,-0.94157386
C_ID_439720c321,-1.8872635
C_ID_10a8a42d77,-0.35364372
C_ID_a485f8a1a5,-0.7470968
C_ID_0defe22c13,-0.5159731
C_ID_95943569e9,-0.77114606
C_ID_be3c295747,-0.35233325
C_ID_f9bd6c67b0,-0.40409458
C_ID_4b2514ee32,-0.7960466
C_ID_689b430d0b,-0.12664217
C_ID_5ac4488f3c,-0.2656591
C_ID_4bf0426f57,0.47532824
C_ID_88cb2d5ac7,-1.3055162
C_ID_9c5220f864,-0.16182518
C_ID_6bb9e252f4,-0.4659078
C_ID_8ae58e7880,-0.7420987
C_ID_619082bf7d,-1.0027
C_ID_ba95ae9113,-0.31332606
C_ID_fdfe6133db,-0.748979
C_ID_1a5c4864c0,-0.61558294
C_ID_7a66376702,-0.73310196
C_ID_325049a5b3,-0.3151034
C_ID_5c3a6a254b,-0.90907764
C_ID_768a62fd67,-1.8041022
C_ID_8280ac022c,-0.07680076
C_ID_0621c41948,-0.41533953
C_ID_c97d368d54,-1.0100988
C_ID_a69568da79,-0.006437838
C_ID_3fc03e96d3,-0.38688737
C_ID_79f510402a,-0.78838456
C_ID_d0e20268c6,0.041579187
C_ID_237bc2b6bc,0.7940221
C_ID_738e8c6ad4,-0.9545275
C_ID_c5b913140b,-0.13154256
C_ID_dce9ae5c83,-0.47577554
C_ID_ed8c83ed3b,-0.77319574
C_ID_fb28b161c5,0.5908166
C_ID_94300ba829,-0.56560206
C_ID_29bb0bb987,-0.46394193
C_ID_eaf9218e7b,-0.22674853
C_ID_f6e7db3422,-0.9966661
C_ID_dbff82eb68,-0.85230255
C_ID_1d5864081b,-0.34904027
C_ID_a632cb47de,-0.27210504
C_ID_92836e8cfd,0.6480859
C_ID_715c9ee37c,-0.0956009
C_ID_8cdc6acec4,-0.79094887
C_ID_8ca96ad5af,-0.2569936
C_ID_54301a17f8,0.41394004
C_ID_9fcd93541b,-1.2699724
C_ID_dbc336bad4,0.48206362
C_ID_a6af5417f0,-0.5174309
C_ID_415fc459f1,-0.5953368
C_ID_e0a857bb94,-0.7097887
C_ID_ed487096e1,-0.7608235
C_ID_c3af389f96,-0.28770924
C_ID_524851647a,-0.7729634
C_ID_15cec22628,-0.16605002
C_ID_63cea539d2,-0.37144297
C_ID_89146fd05a,-0.36151886
C_ID_ab0d372843,-0.98369694
C_ID_c8df3dbb28,0.0056648254
C_ID_2d6553adc3,-2.1622438
C_ID_eb0cba1af9,-1.3886147
C_ID_e44fe24b69,-0.92299354
C_ID_78d7380cea,-0.15309405
C_ID_12b823c3ec,0.7580709
C_ID_e34f0d110f,-0.9290292
C_ID_9fb2eea47b,-0.7253158
C_ID_cf63664338,-1.0022416
C_ID_1a904c4537,-0.81526136
C_ID_5f1eda7477,0.81062615
C_ID_5089081961,-0.5330831
C_ID_51d2a202ac,-0.6968168
C_ID_2fa504fb02,0.10734382
C_ID_85eba2526e,-0.74217033
C_ID_45ee340077,0.20819375
C_ID_42690c6e70,-0.396761
C_ID_abdc9b2ed2,-0.59841084
C_ID_c85199b76e,-0.04186368
C_ID_7ffe4bd729,0.21334347
C_ID_de06fcb25a,-0.08099127
C_ID_9e34c32449,-0.4515345
C_ID_1566603224,-0.5126381
C_ID_5aff05d6b1,-1.5629683
C_ID_8711d75f01,-0.57227147
C_ID_c6c9ad8f81,0.24442351
C_ID_179ce6d0fa,-0.13444752
C_ID_b575185e9e,-0.8101274
C_ID_f652457b4b,-0.31184477
C_ID_dfedf2f0e1,-1.192557
C_ID_37a3826fef,-0.35728687
C_ID_3850b22223,0.2515172
C_ID_f31bd58a7a,-0.84975684
C_ID_d9d0fe34b0,-0.26458716
C_ID_a06291166f,-0.66870713
C_ID_919f809d81,0.067866415
C_ID_37ed75f403,-0.44747823
C_ID_0b371e50b1,-1.2697525
C_ID_9af1b515e2,-0.3966118
C_ID_9ff39d9f8f,-2.1882005
C_ID_29c4e05fbd,-1.3150476
C_ID_8271c9338e,-0.50381494
C_ID_9f3c474704,-0.08127576
C_ID_ec3af28b1b,0.45068944
C_ID_f65d4000cf,-0.12245673
C_ID_71f27e88b6,0.60082996
C_ID_68030cf3e9,-1.0340873
C_ID_45f00b3d45,-0.11478001
C_ID_70891a0d0c,-0.5014094
C_ID_3b6d8cafcf,-1.1309961
C_ID_004885878b,-0.10626602
C_ID_770c5d6625,-0.41242903
C_ID_d31c5d136d,-0.90629005
C_ID_7937c4bbfc,1.3736734
C_ID_0cd0945f72,-0.67101324
C_ID_be0ad9b7eb,0.27787268
C_ID_93f59bf677,-0.72317004
C_ID_6d986296cb,-0.521433
C_ID_c4bb8234b4,-0.45071512
C_ID_eed977f280,-0.6931275
C_ID_f781a6faa6,-0.72494733
C_ID_bf905bf168,-0.45890325
C_ID_52303de7e7,0.27295464
C_ID_911e8ffbe0,-0.3623863
C_ID_80e2d98076,-1.75179
C_ID_0a2c2f9f58,-0.77178824
C_ID_152f65c13d,-1.2769789
C_ID_8e08777375,-0.6623888
C_ID_f4d9706702,-0.82048666
C_ID_251951b363,-1.5950553
C_ID_69bcef0917,-0.5304705
C_ID_be968701f8,-0.66290975
C_ID_b64c326f44,0.50739014
C_ID_fe577884d4,-0.6258857
C_ID_fd23ece68d,0.081486255
C_ID_8c482027cc,-0.5823873
C_ID_6815c3cbb6,-0.12416667
C_ID_e546f5fb57,-0.019888937
C_ID_921a1654dd,-0.7654284
C_ID_4ee8c5fb95,0.8384932
C_ID_3162e8711f,-0.75473785
C_ID_f4837e7c9d,0.85205066
C_ID_4ffbfb9eda,-0.37920612
C_ID_23ba0a2ea7,-0.83162093
C_ID_48d5ee7ec3,-0.30357993
C_ID_737bc87c71,-0.6702473
C_ID_34379f9950,-0.9274899
C_ID_b1bc7601e7,-0.16785425
C_ID_895c06b9ad,-0.5160781
C_ID_fbf52e58cd,-0.7422447
C_ID_3edcb2f37a,-0.042313695
C_ID_19799f4e7d,-0.99804735
C_ID_e4575d884f,-0.42847854
C_ID_07c33a4a6c,-0.64187145
C_ID_614fd1294c,-0.6900867
C_ID_5f60de0fbe,-0.12549579
C_ID_f8334a2af7,-0.18882424
C_ID_900f77ee89,-0.27183312
C_ID_78036f1f3c,-0.38078356
C_ID_3e3690d009,-0.20587838
C_ID_15967b67cd,0.31757015
C_ID_75048175f8,-0.72434616
C_ID_8abd5523d4,-1.2139602
C_ID_924940f9a0,-0.34215719
C_ID_abe97a2768,0.51880884
C_ID_d2b41701e6,-0.28387916
C_ID_6079b41534,-1.2145228
C_ID_0ef64122db,0.26540434
C_ID_99fe8ffc90,-0.17191905
C_ID_f1fbafcba2,-0.49892306
C_ID_2aa82ee67f,-0.39558196
C_ID_226f7e1fcf,-0.70790577
C_ID_541f56c580,0.23606381
C_ID_2b11143b2d,-0.49068564
C_ID_9d7e6b0442,0.47100875
C_ID_40e4e5d7e6,-0.32282096
C_ID_19d087b9fc,-0.77413833
C_ID_94e6fe1eb6,-0.76527953
C_ID_86e06aaa8f,-0.7165295
C_ID_8b36dfe26b,-0.08343595
C_ID_0c71ff8a3d,-0.4492488
C_ID_4ba3300d9c,0.08998138
C_ID_44e2940deb,-0.3488378
C_ID_d886d9d92c,0.39094886
C_ID_432fad8d0c,0.6425803
C_ID_cfc3efa189,-0.1367029
C_ID_3d88817301,-0.42566782
C_ID_ac1e84b7e2,-0.88211834
C_ID_06a469f094,-0.77669954
C_ID_967ca675f9,-0.608477
C_ID_4b3fad31c5,-0.27883697
C_ID_9565236fc4,0.11022541
C_ID_aaebc8d0ee,-0.19058084
C_ID_2f1f3ea8c6,-0.31407636
C_ID_38a6e3512e,-0.44243032
C_ID_ca8e73ecef,-0.109689474
C_ID_c02e054feb,0.15589154
C_ID_f0aebb8ac0,0.70644933
C_ID_eb2d23bda4,-0.30975574
C_ID_027336a1cb,-0.08365625
C_ID_a4df127591,-0.97955585
C_ID_b33e0f675e,-1.7910874
C_ID_c9e6f3c18d,-0.47310138
C_ID_a1e1912c2a,-0.29464746
C_ID_a84faa7483,-0.71593535
C_ID_9563a35a7f,-1.0325611
C_ID_4e2403e039,0.6806571
C_ID_15260b770e,-0.41020465
C_ID_8a172c0c0d,-0.44010276
C_ID_c77547481e,-0.8968204
C_ID_83b5aea1f4,-0.74208105
C_ID_6270f83f56,-0.45656717
C_ID_77b17029f0,-0.36170018
C_ID_4c525e9990,-1.221209
C_ID_749f3b1b93,-1.2868825
C_ID_078f82a791,-0.23715335
C_ID_cb76fb1021,-0.6019063
C_ID_c57f1bd5bc,0.1021997
C_ID_f4c40ac4f7,-0.22352254
C_ID_4e20b37a37,-0.3887728
C_ID_1eb28223c7,-0.62001824
C_ID_8ed2fd4992,-0.39058983
C_ID_d78643dfba,-0.095187426
C_ID_34841f60d1,0.049922377
C_ID_c49b07a4eb,-0.6269765
C_ID_97e34365fa,-0.42333245
C_ID_1ccdb537c4,1.1299655
C_ID_318f5f397b,-0.32066226
C_ID_3566014e0c,-1.8040757
C_ID_b36ca5620f,-1.412834
C_ID_77fb564437,-0.60179985
C_ID_54b2846a36,0.11091456
C_ID_b3381af031,-1.0065411
C_ID_02988c4aa5,-0.17672366
C_ID_3a0b3293a9,-0.0699321
C_ID_81be2ff8b5,0.34161592
C_ID_ca5a78c056,-0.82844985
C_ID_004afee4c8,-0.073860765
C_ID_6b5a6490d9,-0.37018812
C_ID_dd55221656,-0.6303346
C_ID_ac254c01c1,-0.22542548
C_ID_6b0ac2784f,-0.9915687
C_ID_512386b5f4,-0.3493793
C_ID_00397e567f,-1.1395051
C_ID_721c9311f2,0.11923787
C_ID_e9ec1792bb,-0.6697931
C_ID_16ecdcf2b0,-0.6376059
C_ID_e0e4cdfc53,-0.21801615
C_ID_f7bacba2a6,0.31053388
C_ID_4a66bb13a4,-0.3259856
C_ID_4029e95979,-1.2151628
C_ID_084e4bc415,-0.39316136
C_ID_0e6d55e198,-0.7245258
C_ID_d9584a3eef,-1.1684623
C_ID_a2020cec79,-0.17516059
C_ID_82dd0eb44f,-0.92840147
C_ID_e07f48d910,-0.62808096
C_ID_b98e08fa85,0.11445403
C_ID_50a7f7b582,-0.46081096
C_ID_614e35f5f9,-0.23835897
C_ID_65c74bcb80,-0.3524037
C_ID_6a59ab8b93,-1.8811946
C_ID_2fe4a13787,-0.30460632
C_ID_2002264e13,-0.19590068
C_ID_7d59cd0a0a,-0.71335876
C_ID_74bfc908d3,-0.37480396
C_ID_447defddbd,-0.8222015
C_ID_3d1742ba93,-0.16037184
C_ID_f4832ba39b,0.40157244
C_ID_62aedb76df,1.670742
C_ID_1ad24f4054,-0.74592125
C_ID_45b8a92d09,0.5204372
C_ID_f38f899c09,-0.26846159
C_ID_4c7fc71084,0.42929977
C_ID_8c9e94b453,0.653379
C_ID_4071f3f254,-0.40412974
C_ID_dd8ef29568,-0.2508276
C_ID_5b122cf769,0.5958714
C_ID_f685dd6847,-0.405326
C_ID_abf6cde369,-0.16230786
C_ID_2332b4e032,-0.26892895
C_ID_f59b3b6bb2,-0.5433079
C_ID_a875715dd5,-0.056414127
C_ID_dde9fc744d,0.3272117
C_ID_0e4f6af077,-0.50825214
C_ID_5fb87896d5,-0.2942261
C_ID_c1edb6769c,-0.84086335
C_ID_0cea064a88,-0.79688346
C_ID_15cefca902,-0.57954085
C_ID_ee56d3a693,-0.05254644
C_ID_3e032d1c6d,-0.6376163
C_ID_0db57787e6,-0.4914828
C_ID_61c15762f4,-0.46991682
C_ID_b913141b00,-0.3719448
C_ID_eea9f2ef29,-0.57198346
C_ID_a71db4ee55,-0.591707
C_ID_e76a1388bf,-0.16920972
C_ID_a03ffc05ed,0.09312415
C_ID_8cdba66bb3,-0.08014053
C_ID_c75c069d25,-1.5612249
C_ID_93b958c812,0.09089878
C_ID_36d82b4442,-0.553692
C_ID_360fba8b39,0.16874892
C_ID_86dc239658,-1.5024536
C_ID_8a141b8fa5,0.12356666
C_ID_cd78d27cae,-0.2843557
C_ID_f3272c91a7,-0.67368567
C_ID_80c2af4684,-0.28177065
C_ID_c7acd44d7f,-1.1618328
C_ID_f3a6263458,0.062094897
C_ID_1bbe8f7d6c,-1.0032797
C_ID_54b0f0f4bc,-0.6763444
C_ID_805319dcde,-0.6966903
C_ID_cde9dcd6d8,-0.44638807
C_ID_1958bb5e7e,0.61381644
C_ID_f171d9f575,-0.13973427
C_ID_4f475ca4b3,-0.38574696
C_ID_a4c382a70f,-0.08856112
C_ID_cdfb1c12e0,-0.2732998
C_ID_6171b2fbff,-0.4802242
C_ID_7cc96c7682,0.03387806
C_ID_6b6d457a99,-1.3592703
C_ID_ed6d1338b5,-0.3515188
C_ID_17b2e43f41,-0.4179694
C_ID_f35856a259,-0.71350133
C_ID_de981b200b,0.12224114
C_ID_95b1b111cf,-0.25409263
C_ID_8acb32794c,0.5615329
C_ID_fe9f3f6d2d,-0.5602288
C_ID_e44d853f1b,-0.6851351
C_ID_ec9ec8bf71,-0.45108235
C_ID_28405d2baa,-0.49611616
C_ID_65e8e8d243,-0.3118469
C_ID_4b8b9c7d69,-0.4549098
C_ID_a46e2e6ece,-0.31203067
C_ID_a7d1cd6b7c,-0.8538612
C_ID_225a5abc31,-0.19371212
C_ID_593218d660,-0.70194507
C_ID_c0d4f09669,-0.21821803
C_ID_d500eb1fc3,0.57920015
C_ID_d4db589fc0,0.046547174
C_ID_9753d91e5b,-0.25786692
C_ID_eaf6aee3d8,0.21849948
C_ID_04024e939d,-0.23192215
C_ID_4552210868,-0.5497408
C_ID_d2d79eae51,-1.0403543
C_ID_19064fc2e6,-0.38313937
C_ID_e9ecdac068,-0.5793538
C_ID_3222ce4b78,-0.94544375
C_ID_aaf9f16647,-0.21696979
C_ID_a5c1ae3eda,-0.23222029
C_ID_9fd254c19a,0.4964358
C_ID_ab6451ac5a,-1.5100441
C_ID_45a7272424,-0.4625368
C_ID_7e9b4a1150,-0.82623243
C_ID_c2cff7a02e,-0.7734684
C_ID_51233cc976,-1.0032463
C_ID_6773f9bec3,-0.3299554
C_ID_20e84d59b1,-0.3293947
C_ID_9e1ce51f50,0.05325663
C_ID_865161b242,-0.63770366
C_ID_7f8b5f6b09,-0.35859883
C_ID_0b94f181a1,0.01774615
C_ID_0302f33b8f,0.07610181
C_ID_554b755361,-0.49172437
C_ID_7e57334cc6,-1.0509442
C_ID_60c72c2c3a,-0.49653625
C_ID_b89dd01483,-0.40397954
C_ID_ca5374a321,-1.2282109
C_ID_8f9d3e108b,-0.81804764
C_ID_359291bd41,-0.010372996
C_ID_bb0cb76ef6,-1.2784215
C_ID_644b4ac8a4,-0.22409707
C_ID_53040a8a11,-0.39817393
C_ID_f874d2a704,-0.23298681
C_ID_5d91ed4112,-0.31889057
C_ID_794cba1242,-0.5776776
C_ID_a29e78e61f,-0.4848743
C_ID_d6e5994952,-1.5528982
C_ID_10beb4bb70,-0.3505975
C_ID_626716fe69,-1.3693119
C_ID_77dbe57a08,-0.91597545
C_ID_167522dd91,-0.06916368
C_ID_f11416b4b2,-0.74504733
C_ID_8fac1ea9ad,-0.10518199
C_ID_6725d9114f,-0.49089378
C_ID_63291ef8e8,-1.3268268
C_ID_2df7089ceb,-0.25079805
C_ID_47251b1d39,-2.3964732
C_ID_6987979396,-0.30302054
C_ID_6b20086f1c,-0.21578532
C_ID_37a125f1b2,-0.76306033
C_ID_c777351240,-0.13159883
C_ID_34bf4ce0c8,-2.2434916
C_ID_6c0d712012,-0.91776776
C_ID_be2e383ff9,-0.49340045
C_ID_7b9fb53bd7,-1.1882639
C_ID_9cac55659d,-0.2886774
C_ID_c8c081b4b4,-0.89550185
C_ID_c11976c7c3,0.049574345
C_ID_5cf8a47b12,-0.098849535
C_ID_044a728838,-0.56576407
C_ID_5543af9094,-0.24603009
C_ID_1bf9371a0c,-0.20657313
C_ID_7658e8a511,-0.45130348
C_ID_3733f45c91,0.70944023
C_ID_9737ad2640,-0.2920457
C_ID_7cd135df49,-2.1876087
C_ID_d3f9f29690,0.019457996
C_ID_b68cb361b6,-0.5505791
C_ID_8826aad8ac,-0.52687
C_ID_02bfcd2a89,-0.95764863
C_ID_74e2b4afaa,-0.38446695
C_ID_570c45720a,-1.0968037
C_ID_28721e2548,-0.34306264
C_ID_77b4a5295f,-0.07558423
C_ID_f77d9b9363,-2.225157
C_ID_294a7efc9c,0.677166
C_ID_ea878ea059,-0.01070863
C_ID_d891906f01,0.5356969
C_ID_c699b737ca,-1.0782181
C_ID_4f994469b2,0.031598955
C_ID_ecd78bfd42,-1.8353527
C_ID_bf9c6e6521,0.92210007
C_ID_5b1649cf49,0.36259758
C_ID_f5cb867bfb,-0.75941527
C_ID_c37a157761,-0.80047226
C_ID_8aaa31d2ff,-0.46639228
C_ID_76248d4f9e,-0.48975486
C_ID_e38faf83ae,-1.3969029
C_ID_e065cf37d3,-0.5052904
C_ID_babeccf2f8,-0.7897531
C_ID_7619409e9b,-0.64888525
C_ID_1a1055f203,-0.104896784
C_ID_b39fc093e9,-0.8972211
C_ID_fe694de6d5,0.39705122
C_ID_90d4298c15,0.07488695
C_ID_616eb9e2a7,-0.22571951
C_ID_b396a31f08,-1.0290412
C_ID_0f19aa7bdc,-0.23667145
C_ID_acfd62662f,-0.67080164
C_ID_d6169ed844,-0.4543488
C_ID_4d8cd9ee19,-0.15541911
C_ID_672ccdd9aa,-0.42867547
C_ID_6b6974d92a,0.18562216
C_ID_69cad65798,0.19946572
C_ID_f2951acca9,-0.22887164
C_ID_98ce282a41,-0.525841
C_ID_48461436c4,-1.3116372
C_ID_c67b515418,-0.7773949
C_ID_669b969118,-0.8340337
C_ID_1de37c1871,1.2680955
C_ID_1f8bce815d,-0.7615452
C_ID_6e6b38cdd1,0.24206808
C_ID_eed194a76a,0.94425505
C_ID_98aea24ae2,-0.01825285
C_ID_3c336ae2a0,-0.44660747
C_ID_64d7e12627,0.15105301
C_ID_23b0303da7,-0.86498296
C_ID_749f0fd6c4,0.4971885
C_ID_09e183fb2e,-0.2914564
C_ID_73fb1dae5e,-0.39976376
C_ID_6fd5929c67,-0.35125124
C_ID_c1f78ed26c,-0.40486073
C_ID_77ca7d3439,-0.673128
C_ID_3ad47606b4,-0.9476037
C_ID_d248a9b767,-0.5967454
C_ID_0ecfde16bc,-0.2920664
C_ID_6e7676a6fa,-1.8051436
C_ID_f887df96a8,-0.3826517
C_ID_c06da29075,0.439756
C_ID_0d019aba1b,-0.39656925
C_ID_a34d2bbdbf,-0.6069268
C_ID_66422419e7,-0.023817658
C_ID_aebbc78886,-0.3849383
C_ID_cbf3c2b584,-0.4469822
C_ID_1b4509d71e,-0.24540281
C_ID_98a2ea3f91,-0.3179022
C_ID_d0f9f78450,-0.80754364
C_ID_52eb502289,-0.37456572
C_ID_8207ac8679,0.19959122
C_ID_692b99fa6f,-0.2791441
C_ID_90843b7a94,-0.17898661
C_ID_cb93ed467a,-0.23090184
C_ID_0122d12d54,-0.6742729
C_ID_2bc6e22ca3,-0.46950036
C_ID_5b35ce96b3,-0.48148185
C_ID_04d1b535c9,0.44649127
C_ID_133f1c32fc,-0.6778594
C_ID_3f7b6f3d8e,-0.6014894
C_ID_109a0b0e85,-1.1500812
C_ID_6ad04db6f0,-0.42781633
C_ID_f417231338,-0.5161483
C_ID_ae9db8a856,-1.220712
C_ID_af0bc0580f,-0.7158359
C_ID_f37d2517d8,-0.9824085
C_ID_88e7427589,-0.5440453
C_ID_144416ee6f,-0.46528614
C_ID_074a32ba02,-0.33572215
C_ID_a05e126aa7,-0.36111194
C_ID_5d050aa9e1,-0.2808751
C_ID_51ba2d5135,-1.400007
C_ID_af03d43eb6,-0.49938273
C_ID_75b9883d33,0.097016126
C_ID_0b7b51e522,0.20599055
C_ID_025a582bd0,-0.5547719
C_ID_8def3ecd85,0.19238266
C_ID_3520de6da3,-0.35592985
C_ID_34ee53b696,-0.3801269
C_ID_c1d7694192,-0.69566095
C_ID_81a412a7ba,0.33172834
C_ID_3a8b5b68ed,-0.66898215
C_ID_13f3e9e5ce,-1.3775021
C_ID_5f6082150b,-0.047741473
C_ID_92a14249ea,0.5399411
C_ID_9976a8ffe9,-0.506513
C_ID_83342afd60,-0.6594093
C_ID_875cadb7f5,-0.49078566
C_ID_97eb6836b7,-0.5525167
C_ID_bbb8d26140,-0.0765419
C_ID_66b2103231,-0.86456895
C_ID_9c11c8f212,-0.7805556
C_ID_d8837ff165,-0.68995166
C_ID_cedf04e754,0.24163365
C_ID_44d150c95b,-0.75396335
C_ID_1cf8996ea0,-0.14328998
C_ID_810898f9b7,0.21133322
C_ID_a0e6c48ac8,0.13914967
C_ID_e74cf6dd97,-0.66077566
C_ID_5d7e2c0b6d,-1.6506112
C_ID_7bd5319112,-0.07771063
C_ID_0cc0512a9a,-0.3386851
C_ID_1dff3848d8,-0.7554164
